class_id,class_name,precision,recall,f1,support
0,affected_individuals,1.0,0.42857142857142855,0.6,7
1,infrastructure_and_utility_damage,0.8875,0.9102564102564102,0.8987341772151899,78
2,not_humanitarian,0.9184466019417475,0.9384920634920635,0.9283611383709519,504
3,other_relevant_information,0.902127659574468,0.902127659574468,0.902127659574468,235
4,rescue_volunteering_or_donation_effort,0.9145299145299145,0.8492063492063492,0.8806584362139918,126
