condition,n_seeds,checkpoint,accuracy_mean,accuracy_std,weighted_f1_mean,weighted_f1_std,macro_f1_mean,macro_f1_std,precision_mean,precision_std,recall_mean,recall_std
wo_kd,3,best_weighted_f1.pt,0.8810526315789474,0.012934953397309984,0.895652538478347,0.006497008274995322,0.7590172254556479,0.010333329539580844,0.9162062910053846,0.003559584911115688,0.8810526315789474,0.012934953397309984
logits_kd,3,best_weighted_f1.pt,0.9070175438596491,0.0021912273678590796,0.9074903956736672,0.002036187405151761,0.8449981777938417,0.020547361799299012,0.9086568338906456,0.0015250491832552403,0.9070175438596491,0.0021912273678590796
