seed,temperature,logits_kd_weight,accuracy,weighted_f1,macro_f1,precision,recall
3407,6.0,1.0,0.9063157894736842,0.9064056129398471,0.8553683236770351,0.9079863138003447,0.9063157894736842
42,6.0,1.0,0.9031578947368422,0.903589496840409,0.8602086149515108,0.9046159836196013,0.9031578947368422
2024,6.0,1.0,0.9,0.9005808032867889,0.8598444120844437,0.9027560004428743,0.9
